point_id	beta	gamma	sigma
3277	0.20605845	0.23711433	0.18433169
3278	0.46076070	0.26201880	0.29214604
3279	0.10716029	0.28953903	0.46302027
3280	0.23961769	0.10762265	0.73383767
3281	0.16024200	0.11892642	0.12752637
3282	0.35831201	0.13141744	0.20211568
3283	0.13104037	0.14522041	0.32033176
3284	0.29301518	0.16047313	0.50769163
3285	0.19595106	0.17732786	0.80463700
3286	0.43815989	0.19595287	0.13982988
3287	0.11850031	0.21653410	0.22161543
3288	0.26497475	0.23927700	0.35123679
3289	0.17719930	0.26440862	0.55667280
3290	0.39622967	0.29217986	0.88226693
3291	0.14490746	0.10860425	0.15332042
3292	0.32402293	0.12001112	0.24299649
3293	0.21668719	0.13261607	0.38512348
3294	0.48452729	0.14654493	0.61037959
3295	0.10449908	0.16193677	0.96738645
3296	0.23366704	0.17894523	0.10804384
3297	0.15626257	0.19774012	0.17123794
3298	0.34941373	0.21850906	0.27139385
3299	0.12778613	0.24145939	0.43013026
3300	0.28573847	0.26682023	0.68171053
3301	0.19108483	0.29484477	0.11846771
3302	0.42727867	0.10959481	0.18775867
3303	0.11555749	0.12110571	0.29757744
3304	0.25839439	0.13382563	0.47162846
3305	0.17279875	0.14788154	0.74748073
3306	0.38638974	0.16341376	0.12989726
3307	0.14130884	0.18057735	0.20587329
3308	0.31597618	0.19954366	0.32628717
3309	0.21130600	0.22050203	0.51713032
3310	0.47249459	0.24366169	0.81959632
3311	0.10988927	0.26925384	0.14242952
3312	0.24571987	0.29753398	0.22573557
3313	0.16432278	0.10016522	0.35776677
3314	0.36743691	0.11068572	0.56702212
3315	0.13437749	0.12231121	0.89866950
3316	0.30047720	0.13515774	0.15617086
3317	0.20094122	0.14935356	0.24751413
3318	0.44931822	0.16504039	0.39228346
3319	0.12151808	0.18237483	0.62172739
3320	0.27172269	0.20152993	0.98537151
3321	0.18171191	0.22269692	0.10073955
3322	0.40632019	0.24608711	0.15966142
3323	0.14859772	0.27193401	0.25304630
3324	0.33227461	0.10107880	0.40105137
3325	0.22220542	0.11169526	0.63562358
3326	0.49686643	0.12342678	0.11045872
3327	0.10031484	0.13639048	0.17506527
3328	0.22431080	0.15071578	0.27745976
3329	0.15000567	0.16654568	0.43974408
3330	0.33542288	0.18403823	0.69694740
3331	0.12266945	0.20336804	0.12111558
3332	0.27429723	0.22472809	0.19195525
3333	0.18343362	0.24833162	0.30422857
3334	0.41017003	0.27441426	0.48216979
3335	0.11093046	0.10200072	0.76418762
3336	0.24804804	0.11271401	0.13280059
3337	0.16587972	0.12455253	0.21047475
3338	0.37091834	0.13763447	0.33358000
3339	0.13565070	0.15209043	0.52868867
3340	0.30332420	0.16806471	0.83791507
3341	0.20284511	0.18571680	0.14561295
3342	0.45357547	0.20522292	0.23078097
3343	0.10548920	0.22677779	0.36576319
3344	0.23588102	0.25059660	0.57969559
3345	0.15774314	0.27691714	0.91875560
3346	0.35272439	0.10293105	0.10261244
3347	0.12899689	0.11374205	0.16262975
3348	0.28844581	0.12568855	0.25775079
3349	0.19289534	0.13888980	0.40850747
3350	0.43132710	0.15347761	0.64744070
3351	0.11665238	0.16959759	0.11251230
3352	0.26084266	0.18741068	0.17831998
3353	0.17443600	0.20709471	0.28261812
3354	0.39005075	0.22884618	0.44791953
3355	0.14264773	0.25288224	0.70990462
3356	0.31897002	0.27944284	0.12336728
3357	0.21330811	0.10386986	0.19552397
3358	0.47697143	0.11477947	0.30988460
3359	0.10286949	0.12683493	0.49113400
3360	0.23002317	0.14015659	0.77839493
3361	0.15382576	0.15487745	0.13526954
3362	0.34396487	0.17114446	0.21438777
3363	0.12579339	0.18912002	0.33978171
3364	0.28128258	0.20898358	0.53851772
3365	0.18810500	0.23093344	0.85349307
3366	0.42061556	0.25518872	0.14832010
3367	0.11375545	0.28199158	0.23507151
3368	0.25436492	0.10481723	0.37256324
3369	0.17010407	0.11582634	0.59047294
3370	0.38036427	0.12799176	0.93583654
3371	0.13910523	0.14143493	0.10452014
3372	0.31104875	0.15629005	0.16565326
3373	0.20801084	0.17270543	0.26254273
3374	0.46512637	0.19084494	0.41610219
3375	0.10817562	0.21088967	0.65947753
3376	0.24188804	0.23303973	0.11460406
3377	0.16176028	0.25751624	0.18163519
3378	0.36170699	0.28456356	0.28787238
3379	0.13228197	0.10577325	0.45624698
3380	0.29579147	0.11688277	0.72310273
3381	0.19780768	0.12915914	0.12566085
3382	0.44231142	0.14272492	0.19915903
3383	0.11962309	0.15771554	0.31564579
3384	0.26748536	0.17428064	0.50026486
3385	0.17887824	0.19258559	0.79286637
3386	0.39998391	0.21281315	0.13778438
3387	0.14628044	0.23516523	0.21837353
3388	0.32709302	0.25986499	0.34609873
3389	0.21874028	0.28715900	0.54852951
3390	0.48911814	0.10673798	0.86936069
3391	0.10158413	0.11794883	0.15107757
3392	0.22714903	0.13033718	0.23944182
3393	0.15190371	0.14402669	0.37948971
3394	0.33966702	0.15915403	0.60145065
3395	0.12422160	0.17587021	0.95323504
3396	0.27776795	0.19434213	0.10646332
3397	0.18575462	0.21475417	0.16873299
3398	0.41535996	0.23731013	0.26742377
3399	0.11233407	0.26223516	0.42383811
3400	0.25118662	0.28977812	0.67173813
3401	0.16797862	0.10771152	0.11673471
3402	0.37561161	0.11902462	0.18501204
3403	0.13736711	0.13152595	0.29322433
3404	0.30716219	0.14534032	0.46472924
3405	0.20541174	0.16060564	0.73654621
3406	0.45931461	0.17747429	0.12799706
3407	0.10682396	0.19611468	0.20286167
3408	0.23886565	0.21671290	0.32151408
3409	0.15973909	0.23947458	0.50956548
3410	0.35718745	0.26462695	0.80760686
3411	0.13062910	0.29242112	0.14034599
3412	0.29209555	0.10869393	0.22243340
3413	0.19533607	0.12011022	0.35253318
3414	0.43678473	0.13272557	0.55872744
3415	0.11812840	0.14666594	0.88552331
3416	0.26414313	0.16207049	0.15388631
3417	0.17664316	0.17909299	0.24389337
3418	0.39498611	0.19790340	0.38654495
3419	0.14445267	0.21868949	0.61263245
3420	0.32300599	0.24165878	0.97095701
3421	0.21600712	0.26704056	0.10844262
3422	0.48300661	0.29508823	0.17186997
3423	0.10417111	0.10968530	0.27239554
3424	0.23293368	0.12120572	0.43171784
3425	0.15577214	0.13393614	0.68422667
3426	0.34831709	0.14800365	0.11890497
3427	0.12738507	0.16354870	0.18845167
3428	0.28484168	0.18072646	0.29867578
3429	0.19048511	0.19970843	0.47336920
3430	0.42593766	0.22068411	0.75023963
3431	0.11519481	0.24386289	0.13037670
3432	0.25758342	0.26947618	0.20663315
3433	0.17225642	0.29777967	0.32749148
3434	0.38517706	0.10024793	0.51903901
3435	0.14086534	0.11077712	0.82262139
3436	0.31498449	0.12241221	0.14295521
3437	0.21064282	0.13526934	0.22656875
3438	0.47101167	0.14947689	0.35908726
3439	0.10954438	0.16517667	0.56911496
3440	0.24494868	0.18252542	0.90198642
3441	0.16380705	0.20169634	0.15674728
3442	0.36628371	0.22288081	0.24842769
3443	0.13395575	0.24629032	0.39373135
3444	0.29953415	0.27215856	0.62402214
3445	0.20031056	0.10116227	0.98900845
3446	0.44790803	0.11178749	0.10111137
3447	0.12113670	0.12352870	0.16025072
3448	0.27086989	0.13650311	0.25398028
3449	0.18114161	0.15084023	0.40253162
3450	0.40504495	0.16668321	0.63796962
3451	0.14813135	0.18419020	0.11086641
3452	0.33123176	0.20353597	0.17571142
3453	0.22150803	0.22491366	0.27848384
3454	0.49530701	0.24853668	0.44136714
3455	0.10094749	0.27464086	0.69951978
3456	0.22572545	0.10208495	0.12156261
3457	0.15095171	0.11280708	0.19266375
3458	0.33753828	0.12465538	0.30535146
3459	0.12344309	0.13774812	0.48394945
3460	0.27602714	0.15221601	0.76700819
3461	0.18459047	0.16820349	0.13329075
3462	0.41275684	0.18587016	0.21125160
3463	0.11163006	0.20539238	0.33481122
3464	0.24961240	0.22696505	0.53064002
3465	0.16692587	0.25080353	0.84100775
3466	0.37325760	0.27714580	0.14615040
3467	0.13650621	0.10301604	0.23163277
3468	0.30523716	0.11383597	0.36711320
3469	0.20412439	0.12579233	0.58183521
3470	0.45643602	0.13900449	0.92214667
3471	0.10615448	0.15360434	0.10299117
3472	0.23736864	0.16973764	0.16323001
3473	0.15873798	0.18756544	0.25870213
3474	0.35494891	0.20726572	0.41001524
3475	0.12981043	0.22903515	0.64983036
3476	0.29026495	0.25309105	0.11292757
3477	0.19411187	0.27967359	0.17897814
3478	0.43404733	0.10395563	0.28366124
3479	0.11738807	0.11487424	0.44957277
3480	0.26248771	0.12693966	0.71252482
3481	0.17553611	0.14027232	0.12382262
3482	0.39251067	0.15500534	0.19624563
3483	0.14354736	0.17128578	0.31102837
3484	0.32098166	0.18927618	0.49294674
3485	0.21465337	0.20915614	0.78126793
3486	0.47997953	0.23112413	0.13576881
3487	0.10351825	0.25539944	0.21517906
3488	0.23147385	0.28222443	0.34103582
3489	0.15479589	0.10490379	0.54050535
3490	0.34613414	0.11592199	0.85664326
3491	0.12658673	0.12809745	0.14886754
3492	0.28305654	0.14155172	0.23593914
3493	0.18929131	0.15641911	0.37393834
3494	0.42326825	0.17284804	0.59265234
3495	0.11447287	0.19100253	0.93929065
3496	0.25596911	0.21106381	0.10490592
3497	0.17117686	0.23323216	0.16626468
3498	0.38276310	0.25772888	0.26351176
3499	0.13998252	0.28479854	0.41763799
3500	0.31301043	0.10586059	0.66191161
3501	0.20932269	0.11697929	0.11502705
3502	0.46805977	0.12926580	0.18230560
3503	0.10885785	0.14284278	0.28893490
3504	0.24341355	0.15784577	0.45793095
3505	0.16278045	0.17442455	0.72577165
3506	0.36398815	0.19274462	0.12612466
3507	0.13311623	0.21298888	0.19989411
3508	0.29765693	0.23535942	0.31681082
3509	0.19905519	0.26007957	0.50211131
3510	0.44510093	0.28739612	0.79579279
3511	0.12037751	0.10682612	0.13829294
3512	0.26917231	0.11804623	0.21917953
3513	0.18000637	0.13044480	0.34737615
3514	0.40250648	0.14414562	0.55055410
3515	0.14720299	0.15928545	0.87256944
3516	0.32915589	0.17601544	0.15163519
3517	0.22011981	0.19450260	0.24032558
3518	0.49220285	0.21493150	0.38089038
3519	0.10222479	0.23750608	0.60367056
3520	0.22858158	0.26245170	0.95675337
3521	0.15286172	0.29001740	0.10685627
3522	0.34180919	0.10780046	0.16935577
3523	0.12500503	0.11912290	0.26841081
3524	0.27951974	0.13163456	0.42540246
3525	0.18692612	0.14546034	0.67421747
3526	0.41797950	0.16073826	0.11716557
3527	0.11304253	0.17762084	0.18569491
3528	0.25277077	0.19627662	0.29430660
3529	0.16903800	0.21689185	0.46644453
3530	0.37798047	0.23967232	0.73926475
3531	0.13823344	0.26484547	0.12846949
3532	0.30909936	0.29266259	0.20361042
3533	0.20670720	0.10878368	0.32270077
3534	0.46221135	0.12020940	0.51144625
3535	0.10749767	0.13283517	0.81058768
3536	0.24037209	0.14678705	0.14086399
3537	0.16074651	0.16220431	0.22325439
3538	0.35944012	0.17924088	0.35383436
3539	0.13145294	0.19806682	0.56078966
3540	0.29393770	0.21887007	0.88879172
3541	0.19656799	0.24185832	0.15445430
3542	0.43953939	0.26726107	0.24479357
3543	0.11887340	0.29533190	0.38797166
3544	0.26580899	0.10977588	0.61489364
3545	0.17775719	0.12130580	0.97454074
3546	0.39747715	0.13404673	0.10884287
3547	0.14536368	0.14812586	0.17250433
3548	0.32504308	0.16368374	0.27340094
3549	0.21736941	0.18087569	0.43331129
3550	0.48605277	0.19987334	0.68675211
3551	0.10482808	0.22086634	0.11934384
3552	0.23440272	0.24406426	0.18914724
3553	0.15675454	0.26969870	0.29977817
3554	0.35051382	0.29802556	0.47511638
3555	0.12818845	0.10033071	0.75300871
3556	0.28663808	0.11086859	0.13085792
3557	0.19168644	0.12251329	0.20739582
3558	0.42862391	0.13538104	0.32870022
3559	0.11592131	0.14960032	0.52095475
3560	0.25920792	0.16531306	0.82565763
3561	0.17334278	0.18267614	0.14348285
3562	0.38760624	0.20186289	0.22740500
3563	0.14175374	0.22306485	0.36041263
3564	0.31697099	0.24649369	0.57121552
3565	0.21197128	0.27238329	0.90531559
3566	0.47398218	0.10124580	0.15732582
3567	0.11023524	0.11187980	0.24934462
3568	0.24649349	0.12363070	0.39518459
3569	0.16484013	0.13661582	0.62632536
3570	0.36859374	0.15096479	0.99265881
3571	0.13480056	0.16682085	0.10148457
3572	0.30142322	0.18434229	0.16084220
3573	0.20157385	0.20370404	0.25491771
3574	0.45073284	0.22509938	0.40401734
3575	0.12190066	0.24874191	0.64032432
3576	0.27257817	0.27486764	0.11127561
3577	0.18228401	0.10216924	0.17635996
3578	0.40759944	0.11290023	0.27951171
3579	0.14906556	0.12475831	0.44299620
3580	0.33332073	0.13786187	0.70210166
3581	0.22290501	0.15234171	0.12201128
3582	0.49843075	0.16834238	0.19337485
3583	0.10015730	0.18602364	0.30647849
3584	0.22395852	0.20556198	0.48573567
3585	0.14977009	0.22715246	0.76983916
3586	0.33489610	0.25101063	0.13378271
3587	0.12247680	0.27737465	0.21203131
3588	0.27386646	0.10310111	0.33604698
3589	0.18314554	0.11392997	0.53259857
3590	0.40952587	0.12589621	0.84411186
3591	0.11075624	0.13911927	0.14668983
3592	0.24765849	0.15373118	0.23248771
3593	0.16561921	0.16987780	0.36846819
3594	0.37033582	0.18772032	0.58398272
3595	0.13543767	0.20743687	0.92555024
3596	0.30284783	0.22922427	0.10337131
3597	0.20252655	0.25330004	0.16383248
3598	0.45286313	0.27990453	0.25965698
3599	0.10532353	0.10404147	0.41152858
3600	0.23551057	0.11496910	0.65222884
3601	0.15749541	0.12704448	0.11334438
3602	0.35217044	0.14038815	0.17963874
3603	0.12879430	0.15513333	0.28470822
3604	0.28799282	0.17142722	0.45123211
3605	0.19259240	0.18943248	0.71515470
3606	0.43064971	0.20932885	0.12427964
3607	0.11646918	0.23131498	0.19696996
3608	0.26043301	0.25561034	0.31217635
3609	0.17416205	0.28245747	0.49476617
3610	0.38943818	0.10499041	0.78415154
3611	0.14242370	0.11601771	0.13626992
3612	0.31846908	0.12820322	0.21597327
3613	0.21297311	0.14166860	0.34229456
3614	0.47622236	0.15654827	0.54250032
3615	0.10270793	0.17299077	0.85980507
3616	0.22966192	0.19116025	0.14941700
3617	0.15358418	0.21123810	0.23680998
3618	0.34342468	0.23342475	0.37531852
3619	0.12559584	0.25794170	0.59483977
3620	0.28084083	0.28503371	0.94275751
3621	0.18780958	0.10594800	0.10529312
3622	0.41995499	0.11707588	0.16687835
3623	0.11357680	0.12937254	0.26448436
3624	0.25396544	0.14296073	0.41917947
3625	0.16983693	0.15797611	0.66435468
3626	0.37976691	0.17456858	0.11545161
3627	0.13888677	0.19290378	0.18297847
3628	0.31056025	0.21316475	0.29000134
3629	0.20768416	0.23555377	0.45962114
3630	0.46439590	0.26029433	0.72845042
3631	0.10800573	0.28763344	0.12659017
3632	0.24150816	0.10691433	0.20063191
3633	0.16150624	0.11814371	0.31798014
3634	0.36113893	0.13055252	0.50396456
3635	0.13207422	0.14426464	0.79873001
3636	0.29532694	0.15941698	0.13880337
3637	0.19749703	0.17616078	0.21998851
3638	0.44161677	0.19466321	0.34865829
3639	0.11943523	0.21510898	0.55258616
3640	0.26706528	0.23770220	0.87579004
3641	0.17859732	0.26266842	0.15219487
3642	0.39935574	0.29025688	0.24121261
3643	0.14605071	0.10788948	0.38229622
3644	0.32657932	0.11922127	0.60589867
3645	0.21839676	0.13174326	0.96028468
3646	0.48834999	0.14558045	0.10725067
3647	0.10142460	0.16087098	0.16998085
3648	0.22679229	0.17776751	0.26940149
3649	0.15166515	0.19643869	0.42697259
3650	0.33913358	0.21707094	0.67670596
3651	0.12402652	0.23987023	0.11759802
3652	0.27733172	0.26506416	0.18638030
3653	0.18546290	0.29290425	0.29539286
3654	0.41470765	0.10887351	0.46816614
3655	0.11215765	0.12030866	0.74199333
3656	0.25079214	0.13294486	0.12894366
3657	0.16771481	0.14690826	0.20436193
3658	0.37502172	0.16233825	0.32389183
3659	0.13715138	0.17938888	0.51333396
3660	0.30667980	0.19823037	0.81357951
3661	0.20508914	0.21905080	0.14138391
3662	0.45859326	0.24205804	0.22407840
3663	0.10665620	0.26748176	0.35514033
3664	0.23849051	0.29557577	0.56285950
3665	0.15948822	0.10986652	0.89207219
3666	0.35662650	0.12140597	0.15502438
3667	0.13042395	0.13415742	0.24569708
3668	0.29163682	0.14824818	0.38940363
3669	0.19502930	0.16381891	0.61716317
3670	0.43609877	0.18102505	0.97813770
3671	0.11794288	0.20003838	0.10924461
3672	0.26372830	0.22104872	0.17314103
3673	0.17636574	0.24426580	0.27441004
3674	0.39436579	0.26992140	0.43491061
3675	0.14422581	0.29827165	0.68928686
3676	0.32249871	0.10041355	0.11978433
3677	0.21566789	0.11096014	0.18984537
3678	0.48224805	0.12261445	0.30088463
3679	0.10400751	0.13549283	0.47687000
3680	0.23256786	0.14972385	0.75578801
3681	0.15552750	0.16544957	0.13134090
3682	0.34777007	0.18282699	0.20816130
3683	0.12718502	0.20202958	0.32991343
3684	0.28439434	0.22324905	0.52287756
3685	0.19018596	0.24669723	0.82870508
3686	0.42526873	0.27260821	0.14401244
3687	0.11501390	0.10132940	0.22824433
3688	0.25717889	0.11197218	0.36174289
3689	0.17198589	0.12373279	0.57332384
3690	0.38457215	0.13672863	0.90865705
3691	0.14064412	0.15108945	0.15790650
3692	0.31448981	0.16695860	0.25026493
3693	0.21031201	0.18449451	0.39664319
3694	0.47027195	0.20387225	0.62863709
3695	0.10937234	0.22528526	0.99632264
3696	0.24456399	0.24894730	0.10007371
3697	0.16354980	0.27509461	0.15860614
3698	0.36570847	0.10225361	0.25137379
3699	0.13374537	0.11299346	0.39840061
3700	0.29906374	0.12486133	0.63142242
3701	0.19999598	0.13797570	0.10972864
3702	0.44720460	0.15246750	0.17390818
3703	0.12094645	0.16848139	0.27562588
3704	0.27044449	0.18617725	0.43683759
3705	0.18085713	0.20573172	0.69234092
3706	0.40440884	0.22734003	0.12031506
3707	0.14789871	0.25121790	0.19068652
3708	0.33071157	0.27760369	0.30221777
3709	0.22116016	0.10318624	0.47898289
3710	0.49452914	0.11402405	0.75913672
3711	0.10078895	0.12600016	0.13192284
3712	0.22537095	0.13923415	0.20908361
3713	0.15071464	0.15385812	0.33137520
3714	0.33700818	0.17001807	0.52519430
3715	0.12324922	0.18787533	0.83237686
3716	0.27559364	0.20760816	0.14465052
3717	0.18430058	0.22941355	0.22925562
3718	0.41210861	0.25350920	0.36334568
3719	0.11145475	0.28013566	0.57586409
3720	0.24922039	0.10412738	0.91268308
3721	0.16666372	0.11506404	0.10193422
3722	0.37267140	0.12714938	0.16155485
3723	0.13629183	0.14050408	0.25604718
3724	0.30475779	0.15526143	0.40580744
3725	0.20380382	0.17156877	0.64316144
3726	0.45571919	0.18958890	0.11176865
3727	0.10598777	0.20950170	0.17714137
3728	0.23699586	0.23150598	0.28075015
3729	0.15848868	0.25582141	0.44495900
3730	0.35439147	0.28269071	0.70521250
3731	0.12960657	0.10507710	0.12255189
3732	0.28980909	0.11611351	0.19423165
3733	0.19380702	0.12830909	0.30783642
3734	0.43336567	0.14178558	0.48788785
3735	0.11720371	0.15667754	0.77325013
3736	0.26207547	0.17313361	0.13437547
3737	0.17526043	0.19131810	0.21297077
3738	0.39189424	0.21141252	0.33753592
3739	0.14332192	0.23361750	0.53495839
3740	0.32047756	0.25815470	0.84785190
3741	0.21431626	0.28526907	0.14733977
3742	0.47922573	0.10603549	0.23351781
3743	0.10335568	0.11717256	0.37010078
3744	0.23111032	0.12947937	0.58657021
3745	0.15455279	0.14307878	0.92965113
3746	0.34559054	0.15810656	0.10382932
3747	0.12638793	0.17471273	0.16455838
3748	0.28261200	0.19306307	0.26080745
3749	0.18899404	0.21334077	0.41335196
3750	0.42260351	0.23574827	0.65511871
3751	0.11429309	0.26050927	0.11384658
3752	0.25556712	0.28787095	0.18043467
3753	0.17090803	0.10700262	0.28596969
3754	0.38216198	0.11824126	0.45323141
3755	0.13976268	0.13066032	0.71832338
3756	0.31251885	0.14438377	0.12483030
3757	0.20899395	0.15954861	0.19784269
3758	0.46732469	0.17630624	0.31355953
3759	0.10868689	0.19482395	0.49695836
3760	0.24303127	0.21528661	0.78762592
3761	0.16252481	0.23789848	0.13687370
3762	0.36341652	0.26288532	0.21693019
3763	0.13290717	0.29049656	0.34381118
3764	0.29718947	0.10797856	0.54490401
3765	0.19874257	0.11931972	0.86361465
3766	0.44440191	0.13185204	0.15007903
3767	0.12018846	0.14570066	0.23785923
3768	0.26874957	0.16100382	0.37698147
3769	0.17972367	0.17791430	0.59747536
3770	0.40187435	0.19660090	0.94693463
3771	0.14697181	0.21725019	0.10575965
3772	0.32863895	0.24006830	0.16761775
3773	0.21977411	0.26528304	0.26565623
3774	0.49142986	0.29314612	0.42103675
3775	0.10206425	0.10896341	0.66729827
3776	0.22822260	0.12040800	0.11596315
3777	0.15262165	0.13305464	0.18378921
3778	0.34127238	0.14702957	0.29128626
3779	0.12480871	0.16247230	0.46165761
3780	0.27908076	0.17953701	0.73167801
3781	0.18663255	0.19839406	0.12715106
3782	0.41732307	0.21923168	0.20152086
3783	0.11286500	0.24225792	0.31938903
3784	0.25237380	0.26770263	0.50619750
3785	0.16877253	0.29581984	0.80226898
3786	0.37738686	0.10995724	0.13941837
3787	0.13801634	0.12150622	0.22096323
3788	0.30861393	0.13426820	0.35020311
3789	0.20638257	0.14837059	0.55503453
3790	0.46148546	0.16395418	0.87967044
3791	0.10732884	0.18117453	0.15286920
3792	0.23999459	0.20020357	0.24228136
3793	0.16049406	0.22123125	0.38399008
3794	0.35887562	0.24446750	0.60858326
3795	0.13124649	0.27014429	0.96453946
3796	0.29347608	0.29851795	0.10772587
